UID,GUID,TSCSystemKey,ProjectId,Ethid,LangID,Type,ProjectName,TSCRptName,TitleName,WebProductList,SponsorBeginYr,CurrEndYr,ActiveFlag,ReqFundingFlag,MktAsClusterFlag,Region,WebCountry,TSCPopTotal,PrayerCommits,PrayerCommitNeed,PrayerCommitGoal,LifetimeGivingAndPledgeBal,LifetimeOpp,LifetimeTotalNeed
324-,UID0032400000,32400,324,NULL,NULL,Project,Manmal NT Cluster,NULL,Manmal NT Cluster,New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2001,2017,Y,Y,Y,Asia,SE Asia,2260000,35,0,10,974827.85,106824.86,1081652.71
324-10591,UID0032410591,3240000774,324,10591,774,Language,Manmal NT Cluster,Kokoan,Manmal NT Cluster-Kokoan,New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2001,2017,Y,Y,N,Asia,SE Asia,150000,0,0,10,240423.04,26706.22,267129.26
324-4363,UID0032404363,3240000332,324,4363,332,Language,Manmal NT Cluster,Jomana,Manmal NT Cluster-Jomana,New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2001,2017,Y,Y,N,Asia,SE Asia,1300000,0,0,10,253558.66,26706.22,280264.88
324-4364,UID0032404364,3240000333,324,4364,333,Language,Manmal NT Cluster,Nune,Manmal NT Cluster-Nune,New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2001,2017,Y,Y,N,Asia,SE Asia,750000,0,0,10,240423.06,26706.22,267129.28
324-4630,UID0032404630,3240000354,324,4630,354,Language,Manmal NT Cluster,Wolola,Manmal NT Cluster-Wolola,New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2001,2017,Y,Y,N,Asia,SE Asia,60000,0,0,10,240423.09,26706.22,267129.31
30125-,UID3012500000,30125,30125,NULL,NULL,Project,Matigsalug,NULL,Matigsalug,Old Testament Portions-not Genesis,2015,2018,Y,Y,N,Asia,Philippines,50000,3,7,10,32543.77,24498.21,57041.98
29400-,UID2940000000,29400,29400,NULL,NULL,Project,Maya NT,NULL,Maya NT,Full New Testament Old Testament Portions-not Genesis,2008,2016,Y,Y,N,Africa,Nigeria,50000,6,4,10,135938.36,0,135938.36
30194-,UID3019400000,30194,30194,NULL,NULL,Project,Mayoyao,NULL,Mayoyao,Genesis Old Testament Portions-not Genesis,2014,2017,Y,Y,N,Asia,Philippines,94000,22,0,10,46361.01,0,46361.01
50536-,UID5053600000,50536,50536,NULL,NULL,Project,Mazateco de Tenango,NULL,Mazateco de Tenango,New Testament Portions-not a Gospel,2016,2019,Y,Y,N,Americas,Mexico,54000,4,6,10,101720.11,42608.26,144328.37
20675-,UID2067500000,20675,20675,NULL,NULL,Project,Mbam Cluster 3,NULL,Mbam Cluster 3,Bible Stories,2016,2018,Y,Y,Y,Africa,Cameroon,24000,72,0,40,239086,2049.76,241135.76
20675-10643,UID2067510643,2067500792,20675,10643,792,Language,Mbam Cluster 3,Lefa,Mbam Cluster 3-Lefa,Bible Stories,2012,2018,Y,Y,N,Africa,Cameroon,10000,18,0,10,74524,512.44,75036.44
20675-1338,UID2067501338,2067500052,20675,1338,52,Language,Mbam Cluster 3,Nulibié,Mbam Cluster 3-Nulibié,Bible Stories,2012,2018,Y,Y,N,Africa,Cameroon,2300,18,0,10,45791,512.44,46303.44
20675-1447,UID2067501447,2067500057,20675,1447,57,Language,Mbam Cluster 3,Numala,Mbam Cluster 3-Numala,Bible Stories,2012,2018,Y,Y,N,Africa,Cameroon,5300,18,0,10,45791,512.44,46303.44
20675-1539,UID2067501539,2067500068,20675,1539,68,Language,Mbam Cluster 3,Nuasué,Mbam Cluster 3-Nuasué,Bible Stories,2012,2018,Y,Y,N,Africa,Cameroon,6400,18,0,10,72980,512.44,73492.44
21376-,UID2137600000,21376,21376,NULL,NULL,Project,Mbeya A Cluster 2,NULL,Mbeya A Cluster 2,Full New Testament Genesis Jesus Film Old Testament Portions-not Genesis,2017,2018,Y,Y,Y,Africa,Tanzania,1223000,51,0,30,4475,491724,496199
21376-10891,UID2137610891,2137600819,21376,10891,819,Language,Mbeya A Cluster 2,Kinga,Mbeya A Cluster 2-Kinga,Full New Testament Genesis Jesus Film Old Testament Portions-not Genesis,2003,2018,Y,Y,N,Africa,Tanzania,140000,17,0,10,1466.66,163933.01,165399.67
21376-9238,UID2137609238,2137600706,21376,9238,706,Language,Mbeya A Cluster 2,Nyakyusa-Ngonde,Mbeya A Cluster 2-Nyakyusa-Ngonde,Full New Testament Genesis Jesus Film Old Testament Portions-not Genesis,2003,2018,Y,Y,N,Africa,Tanzania,1050000,17,0,10,1541.67,163858,165399.67
21376-9277,UID2137609277,2137600714,21376,9277,714,Language,Mbeya A Cluster 2,Vwanji,Mbeya A Cluster 2-Vwanji,Full New Testament Genesis Jesus Film Old Testament Portions-not Genesis,2003,2018,Y,Y,N,Africa,Tanzania,33000,17,0,10,1466.67,163933,165399.67
21386-,UID2138600000,21386,21386,NULL,NULL,Project,Mbeya B Cluster 2,NULL,Mbeya B Cluster 2,Full New Testament Genesis Jesus Film Old Testament Portions-not Genesis,2017,2018,Y,Y,Y,Africa,Tanzania,360000,51,0,30,2000,493066.74,495066.74
21386-9212,UID2138609212,2138600699,21386,9212,699,Language,Mbeya B Cluster 2,Malila,Mbeya B Cluster 2-Malila,Full New Testament Genesis Jesus Film Old Testament Portions-not Genesis,2003,2018,Y,Y,N,Africa,Tanzania,65000,17,0,10,0,165022.24,165022.24
21386-9226,UID2138609226,2138600701,21386,9226,701,Language,Mbeya B Cluster 2,Ndali,Mbeya B Cluster 2-Ndali,Full New Testament Genesis Jesus Film Old Testament Portions-not Genesis,2003,2018,Y,Y,N,Africa,Tanzania,220000,17,0,10,2000,163022.24,165022.24
21386-9259,UID2138609259,2138600711,21386,9259,711,Language,Mbeya B Cluster 2,Sangu,Mbeya B Cluster 2-Sangu,Full New Testament Genesis Jesus Film Old Testament Portions-not Genesis,2003,2018,Y,Y,N,Africa,Tanzania,75000,17,0,10,0,165022.24,165022.24
21396-,UID2139600000,21396,21396,NULL,NULL,Project,Mbeya C Cluster 2,NULL,Mbeya C Cluster 2,Full New Testament Genesis New Testament Portions-not a Gospel,2017,2018,Y,Y,Y,Africa,Tanzania,1454000,51,0,30,39000,463840.54,502840.54
21396-9156,UID2139609156,2139600694,21396,9156,694,Language,Mbeya C Cluster 2,Bena,Mbeya C Cluster 2-Bena,Full New Testament Genesis New Testament Portions-not a Gospel,2003,2018,Y,Y,N,Africa,Tanzania,670000,17,0,10,0,167613.51,167613.51
21396-9243,UID2139609243,2139600707,21396,9243,707,Language,Mbeya C Cluster 2,Nyiha,Mbeya C Cluster 2-Nyiha,Full New Testament Genesis New Testament Portions-not a Gospel,2003,2018,Y,Y,N,Africa,Tanzania,626000,17,0,10,0,167613.51,167613.51
21396-9256,UID2139609256,2139600710,21396,9256,710,Language,Mbeya C Cluster 2,Safwa,Mbeya C Cluster 2-Safwa,Full New Testament Genesis New Testament Portions-not a Gospel,2003,2018,Y,Y,N,Africa,Tanzania,158000,17,0,10,39000,128613.51,167613.51
21296-,UID2129600000,21296,21296,NULL,NULL,Project,Meetto 2,NULL,Meetto 2,Full New Testament,2017,2019,Y,Y,N,Africa,Mozambique,1200000,0,10,10,0,82022.92,82022.92
25219-,UID2521900000,25219,25219,NULL,NULL,Project,Meetto NT,NULL,Meetto NT,Full New Testament Genesis Old Testament Portions-not Genesis,2009,2016,Y,N,N,Africa,Mozambique,1200000,10,0,10,88655.15,0,88655.15
30396-,UID3039600000,30396,30396,NULL,NULL,Project,Mele,NULL,Mele,A Gospel Bible Stories,2017,2019,Y,Y,N,Asia,undisclosed,12000,1,9,10,34102,106071.23,140173.23
50103-,UID5010300000,50103,50103,NULL,NULL,Project,Meshikan Cluster,NULL,Meshikan Cluster,New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2013,2017,Y,N,Y,Americas,Mexico,1300,28,0,20,136920,0,136920
50103-11021,UID5010311021,5010300931,50103,11021,931,Language,Meshikan Cluster,Shokot Western,Meshikan Cluster-Shokot Western,New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2013,2017,Y,N,N,Americas,Mexico,900,14,0,10,27761,0,27761
50103-11022,UID5010311022,5010300932,50103,11022,932,Language,Meshikan Cluster,Shokot Eastern,Meshikan Cluster-Shokot Eastern,New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2013,2017,Y,N,N,Americas,Mexico,400,14,0,10,109159,0,109159
50464-,UID5046400000,50464,50464,NULL,NULL,Project,Mexican Sign Language,NULL,Mexican Sign Language,New Testament Portions-not a Gospel,2014,2017,Y,Y,N,Americas,Mexico,130000,4,6,10,97671.38,0.28,97671.66
26623-,UID2662300000,26623,26623,NULL,NULL,Project,Misaje Cluster 2,NULL,Misaje Cluster 2,Full New Testament Jesus Film Old Testament Portions-not Genesis,2013,2020,Y,Y,Y,Africa,Cameroon,46200,102,0,60,759230.6,0,759230.6
26623-10961,UID2662310961,2662300857,26623,10961,857,Language,Misaje Cluster 2,Mungong,Misaje Cluster 2-Mungong,Full New Testament Jesus Film Old Testament Portions-not Genesis,2010,2020,Y,Y,N,Africa,Cameroon,13200,17,0,10,77331.11,0,77331.11
26623-1299,UID2662301299,2662300049,26623,1299,49,Language,Misaje Cluster 2,Naami,Misaje Cluster 2-Naami,Full New Testament Jesus Film Old Testament Portions-not Genesis,2010,2020,Y,Y,N,Africa,Cameroon,2500,17,0,10,79331.11,0,79331.11
26623-1322,UID2662301322,2662300050,26623,1322,50,Language,Misaje Cluster 2,Chung,Misaje Cluster 2-Chung,Full New Testament Jesus Film Old Testament Portions-not Genesis,2010,2020,Y,Y,N,Africa,Cameroon,2000,17,0,10,223953.11,0,223953.11
26623-1388,UID2662301388,2662300054,26623,1388,54,Language,Misaje Cluster 2,Kemedzung,Misaje Cluster 2-Kemedzung,Full New Testament Jesus Film Old Testament Portions-not Genesis,2010,2020,Y,Y,N,Africa,Cameroon,4500,17,0,10,77331.11,0,77331.11
26623-1468,UID2662301468,2662300059,26623,1468,59,Language,Misaje Cluster 2,Nchane,Misaje Cluster 2-Nchane,Full New Testament Jesus Film Old Testament Portions-not Genesis,2010,2020,Y,Y,N,Africa,Cameroon,17000,17,0,10,77331.11,0,77331.11
26623-1491,UID2662301491,2662300063,26623,1491,63,Language,Misaje Cluster 2,Saari,Misaje Cluster 2-Saari,Full New Testament Jesus Film Old Testament Portions-not Genesis,2010,2020,Y,Y,N,Africa,Cameroon,7000,17,0,10,223953.11,0,223953.11
70366-,UID7036600000,70366,70366,NULL,NULL,Project,Misima Cluster 2,NULL,Misima Cluster 2,New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2017,2019,Y,Y,Y,Pacific,Papua New Guinea,28600,0,30,30,0,88773.25,88773.25
70366-18595,UID7036618595,7036600972,70366,18595,972,Language,Misima Cluster 2,Saisai,Misima Cluster 2-Saisai,New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2013,2019,Y,Y,N,Pacific,Papua New Guinea,1500,0,10,10,0,4922.27,4922.27
70366-19684,UID7036619684,7036602101,70366,19684,2101,Language,Misima Cluster 2,Nimowa,Misima Cluster 2-Nimowa,New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2017,2019,Y,Y,N,Pacific,Papua New Guinea,1100,0,10,10,0,78928.71,78928.71
70366-7598,UID7036607598,7036600598,70366,7598,598,Language,Misima Cluster 2,Misima,Misima Cluster 2-Misima,New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2009,2019,Y,Y,N,Pacific,Papua New Guinea,26000,0,10,10,0,4922.27,4922.27
50377-,UID5037700000,50377,50377,NULL,NULL,Project,Mixe del Istmo,NULL,Mixe del Istmo,,2017,2020,Y,Y,N,Americas,Mexico,0,0,10,10,0,169587.82,169587.82
58100-,UID5810000000,58100,58100,NULL,NULL,Project,Mixteco de Mechoacán,NULL,Mixteco de Mechoacán,Full New Testament,2012,2017,Y,Y,N,Americas,Mexico,8500,15,0,10,112966,0,112966
50175-,UID5017500000,50175,50175,NULL,NULL,Project,Mixteco de SJC,NULL,Mixteco de SJC,Full Old Testament,2015,2018,Y,Y,N,Americas,Mexico,17000,4,6,10,80624,36676.05,117300.05
20113-,UID2011300000,20113,20113,NULL,NULL,Project,Momo 2,NULL,Momo 2,A Gospel Bible Stories,2015,2017,Y,Y,Y,Africa,Cameroon,137000,6,14,20,145240,46559.04,191799.04
20113-1474,UID2011301474,2011300060,20113,1474,60,Language,Momo 2,Moghamo,Momo 2-Moghamo,A Gospel Bible Stories,2012,2017,Y,Y,N,Africa,Cameroon,100000,3,7,10,72620,23279.52,95899.52
20113-1478,UID2011301478,2011300061,20113,1478,61,Language,Momo 2,Ngie,Momo 2-Ngie,A Gospel Bible Stories,2012,2017,Y,Y,N,Africa,Cameroon,37000,3,7,10,72620,23279.52,95899.52
20515-,UID2051500000,20515,20515,NULL,NULL,Project,Mongu Cluster 2,NULL,Mongu Cluster 2,New Testament Portions-not a Gospel,2015,2017,Y,Y,Y,Africa,Zambia,73800,20,30,50,500411.7,0,500411.7
20515-10522,UID2051510522,2051500754,20515,10522,754,Language,Mongu Cluster 2,Kwangwa,Mongu Cluster 2-Kwangwa,New Testament Portions-not a Gospel,2011,2017,Y,Y,N,Africa,Zambia,29000,4,6,10,100054.34,0,100054.34
20515-10524,UID2051510524,2051500755,20515,10524,755,Language,Mongu Cluster 2,Mashi,Mongu Cluster 2-Mashi,New Testament Portions-not a Gospel,2011,2017,Y,Y,N,Africa,Zambia,20800,4,6,10,100194.34,0,100194.34
20515-10964,UID2051510964,2051500860,20515,10964,860,Language,Mongu Cluster 2,Makoma,Mongu Cluster 2-Makoma,New Testament Portions-not a Gospel,2011,2017,Y,Y,N,Africa,Zambia,8000,4,6,10,100054.35,0,100054.35
20515-10977,UID2051510977,2051500873,20515,10977,873,Language,Mongu Cluster 2,Shanjo,Mongu Cluster 2-Shanjo,New Testament Portions-not a Gospel,2011,2017,Y,Y,N,Africa,Zambia,3000,4,6,10,100054.34,0,100054.34
20515-6114,UID2051506114,2051500441,20515,6114,441,Language,Mongu Cluster 2,Fwe,Mongu Cluster 2-Fwe,New Testament Portions-not a Gospel,2011,2017,Y,Y,N,Africa,Zambia,13000,4,6,10,100054.35,0,100054.35
20173-,UID2017300000,20173,20173,NULL,NULL,Project,Morisyen 3,NULL,Morisyen 3,Genesis,2015,2018,Y,Y,N,Africa,Mauritius,1100000,3,7,10,24543.76,62982.87,87526.63
25229-,UID2522900000,25229,25229,NULL,NULL,Project,Morogoro NT Cluster,NULL,Morogoro NT Cluster,Full New Testament Jesus Film New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2009,2018,Y,Y,Y,Africa,Tanzania,4234000,136,4,120,2125883,0,2125883
25229-10954,UID2522910954,2522900850,25229,10954,850,Language,Morogoro NT Cluster,Makua,Morogoro NT Cluster-Makua,Full New Testament Jesus Film New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2008,2014,Y,Y,N,Africa,Tanzania,513000,9,1,10,1872,0,1872
25229-9199,UID2522909199,2522900696,25229,9199,696,Language,Morogoro NT Cluster,Utuki,Morogoro NT Cluster-Utuki,Full New Testament Jesus Film New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2008,2014,Y,Y,N,Africa,Tanzania,45000,9,1,10,0,0,0
25229-9203,UID2522909203,2522900697,25229,9203,697,Language,Morogoro NT Cluster,Rewe,Morogoro NT Cluster-Rewe,Full New Testament Jesus Film New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2006,2014,Y,Y,N,Africa,Tanzania,171000,10,0,10,1968,0,1968
25229-9225,UID2522909225,2522900700,25229,9225,700,Language,Morogoro NT Cluster,Arew,Morogoro NT Cluster-Arew,Full New Testament Jesus Film New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2009,2018,Y,Y,N,Africa,Tanzania,469000,11,0,10,1046689.5,0,1046689.5
25229-9227,UID2522909227,2522900702,25229,9227,702,Language,Morogoro NT Cluster,Ndamba,Morogoro NT Cluster-Ndamba,Full New Testament Jesus Film New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2007,2014,Y,Y,N,Africa,Tanzania,96000,11,0,10,8656,0,8656
25229-9233,UID2522909233,2522900703,25229,9233,703,Language,Morogoro NT Cluster,Ning,Morogoro NT Cluster-Ning,Full New Testament Jesus Film New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2007,2014,Y,Y,N,Africa,Tanzania,384000,19,0,10,1764,0,1764
25229-9235,UID2522909235,2522900705,25229,9235,705,Language,Morogoro NT Cluster,Nugi,Morogoro NT Cluster-Nugi,Full New Testament Jesus Film New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2009,2014,Y,Y,N,Africa,Tanzania,230000,9,1,10,0,0,0
25229-9246,UID2522909246,2522900708,25229,9246,708,Language,Morogoro NT Cluster,Pogolo,Morogoro NT Cluster-Pogolo,Full New Testament Jesus Film New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2009,2014,Y,Y,N,Africa,Tanzania,322000,10,0,10,0,0,0
25229-9250,UID2522909250,2522900709,25229,9250,709,Language,Morogoro NT Cluster,Lughulu,Morogoro NT Cluster-Lughulu,Full New Testament Jesus Film New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2006,2015,Y,Y,N,Africa,Tanzania,809000,11,0,10,11831,0,11831
25229-9273,UID2522909273,2522900713,25229,9273,713,Language,Morogoro NT Cluster,Vidunda,Morogoro NT Cluster-Vidunda,Full New Testament Jesus Film New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2007,2014,Y,Y,N,Africa,Tanzania,32000,18,0,10,2106,0,2106
25229-9281,UID2522909281,2522900715,25229,9281,715,Language,Morogoro NT Cluster,Omaraz,Morogoro NT Cluster-Omaraz,Full New Testament Jesus Film New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2009,2018,Y,Y,N,Africa,Tanzania,657000,10,0,10,1050996.5,0,1050996.5
25229-9283,UID2522909283,2522900716,25229,9283,716,Language,Morogoro NT Cluster,Alugi,Morogoro NT Cluster-Alugi,Full New Testament Jesus Film New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2007,2014,Y,Y,N,Africa,Tanzania,506000,9,1,10,0,0,0
20315-,UID2031500000,20315,20315,NULL,NULL,Project,Mozambican Sign Language,NULL,Mozambican Sign Language,Bible Stories,2015,2019,Y,Y,N,Africa,Mozambique,200000,5,5,10,189477.13,345069.36,534546.49
26352-,UID2635200000,26352,26352,NULL,NULL,Project,Mpyemo NT,NULL,Mpyemo NT,Full New Testament Genesis Old Testament Portions-not Genesis,2012,2019,Y,Y,N,Africa,Central African Republic,29000,63,0,10,200285.26,139545.78,339831.04
40207-,UID4020700000,40207,40207,NULL,NULL,Project,Mudaba,NULL,Mudaba,,2017,2019,Y,Y,N,Asia - South,S Asia,70000,0,10,10,0,71684.58,71684.58
25941-,UID2594100000,25941,25941,NULL,NULL,Project,Mushere NT,NULL,Mushere NT,Full New Testament,2011,2017,Y,Y,N,Africa,Nigeria,10000,11,0,10,110291.91,0,110291.91
25580-,UID2558000000,25580,25580,NULL,NULL,Project,Mwaghavul OT,NULL,Mwaghavul OT,Full Old Testament,2010,2016,Y,Y,N,Africa,Nigeria,700000,5,5,10,142092.91,0,142092.91
49200-,UID4920000000,49200,49200,NULL,NULL,Project,Nakbi,NULL,Nakbi,Full New Testament,2012,2017,Y,Y,N,Asia - South,S Asia,1000000,18,0,10,126489,3233.73,129722.73
20454-,UID2045400000,20454,20454,NULL,NULL,Project,Namkeli 2,NULL,Namkeli 2,A Gospel Genesis Jesus Film,2015,2017,Y,N,N,Africa,Africa,433000,4,6,10,0,0,0
50284-,UID5028400000,50284,50284,NULL,NULL,Project,Ñandeva (Nandeva),NULL,Ñandeva (Nandeva),New Testament Portions-not a Gospel,2014,2017,Y,Y,N,Americas,Paraguay,2270,6,4,10,66779.03,0,66779.03
30107-,UID3010700000,30107,30107,NULL,NULL,Project,Nap,NULL,Nap,Full New Testament,2017,2020,Y,Y,N,Asia,SE Asia,55200,2,8,10,0,109022.31,109022.31
70544-,UID7054400000,70544,70544,NULL,NULL,Project,New Ireland NT Cluster 2,NULL,New Ireland NT Cluster 2,Full New Testament,2015,2017,Y,Y,Y,Pacific,Papua New Guinea,26600,385,0,110,239427,0,239427
70544-10928,UID7054410928,7054400826,70544,10928,826,Language,New Ireland NT Cluster 2,Feni,New Ireland NT Cluster 2-Feni,Full New Testament,2006,2017,Y,Y,N,Pacific,Papua New Guinea,2000,35,0,10,23559.72,0,23559.72
70544-10929,UID7054410929,7054400827,70544,10929,827,Language,New Ireland NT Cluster 2,Fanamaket,New Ireland NT Cluster 2-Fanamaket,Full New Testament,2006,2017,Y,Y,N,Pacific,Papua New Guinea,500,35,0,10,23559.72,0,23559.72
70544-10945,UID7054410945,7054400842,70544,10945,842,Language,New Ireland NT Cluster 2,Hinsaal,New Ireland NT Cluster 2-Hinsaal,Full New Testament,2007,2017,Y,Y,N,Pacific,Papua New Guinea,1000,35,0,10,23559.72,0,23559.72
70544-10946,UID7054410946,7054400843,70544,10946,843,Language,New Ireland NT Cluster 2,Sokirik,New Ireland NT Cluster 2-Sokirik,Full New Testament,2008,2017,Y,Y,N,Pacific,Papua New Guinea,1000,35,0,10,18222.72,0,18222.72
70544-7220,UID7054407220,7054400574,70544,7220,574,Language,New Ireland NT Cluster 2,Barok,New Ireland NT Cluster 2-Barok,Full New Testament,2006,2017,Y,Y,N,Pacific,Papua New Guinea,2500,35,0,10,38722.72,0,38722.72
70544-7430,UID7054407430,7054400588,70544,7430,588,Language,New Ireland NT Cluster 2,Kandas,New Ireland NT Cluster 2-Kandas,Full New Testament,2006,2017,Y,Y,N,Pacific,Papua New Guinea,700,35,0,10,20688.72,0,20688.72
70544-7510,UID7054407510,7054400593,70544,7510,593,Language,New Ireland NT Cluster 2,Label,New Ireland NT Cluster 2-Label,Full New Testament,2006,2017,Y,Y,N,Pacific,Papua New Guinea,200,35,0,10,18222.72,0,18222.72
70544-7518,UID7054407518,7054400594,70544,7518,594,Language,New Ireland NT Cluster 2,Lavatbura-Lamusong,New Ireland NT Cluster 2-Lavatbura-Lamusong,Full New Testament,2008,2017,Y,Y,N,Pacific,Papua New Guinea,1700,35,0,10,18222.72,0,18222.72
70544-7645,UID7054407645,7054400599,70544,7645,599,Language,New Ireland NT Cluster 2,Nalik,New Ireland NT Cluster 2-Nalik,Full New Testament,2008,2017,Y,Y,N,Pacific,Papua New Guinea,7000,35,0,10,18222.72,0,18222.72
70544-7674,UID7054407674,7054400601,70544,7674,601,Language,New Ireland NT Cluster 2,Notsi,New Ireland NT Cluster 2-Notsi,Full New Testament,2006,2017,Y,Y,N,Pacific,Papua New Guinea,2000,35,0,10,18222.72,0,18222.72
70544-7711,UID7054407711,7054400604,70544,7711,604,Language,New Ireland NT Cluster 2,Patpatar,New Ireland NT Cluster 2-Patpatar,Full New Testament,2006,2017,Y,Y,N,Pacific,Papua New Guinea,8000,35,0,10,18222.72,0,18222.72
40204-,UID4020400000,40204,40204,NULL,NULL,Project,New-Est Cluster,NULL,New-Est Cluster,Old Testament Portions-not Genesis,2015,2017,Y,Y,Y,Asia - South,S Asia,1825000,8,12,20,168546.28,0.03,168546.31
40204-18910,UID4020418910,4020401294,40204,18910,1294,Language,New-Est Cluster,Eastern Tamang,New-Est Cluster-Eastern Tamang,Old Testament Portions-not Genesis,2015,2017,Y,Y,N,Asia - South,S Asia,1000000,4,6,10,84273.14,0.02,84273.16
40204-18911,UID4020418911,4020401295,40204,18911,1295,Language,New-Est Cluster,Newar,New-Est Cluster-Newar,Old Testament Portions-not Genesis,2015,2017,Y,Y,N,Asia - South,S Asia,825000,4,6,10,84273.14,0.02,84273.16
20196-,UID2019600000,20196,20196,NULL,NULL,Project,Ngas 2,NULL,Ngas 2,Genesis Old Testament Portions-not Genesis,2016,2018,Y,Y,N,Africa,Nigeria,450000,7,3,10,22183.01,78501.27,100684.28
20266-,UID2026600000,20266,20266,NULL,NULL,Project,Ngoni,NULL,Ngoni,Bible Stories Full New Testament Jesus Film,2016,2018,Y,Y,N,Africa,Tanzania,312000,4,6,10,20050,85846.85,105896.85
21184-,UID2118400000,21184,21184,NULL,NULL,Project,Nigeria Sign Language,NULL,Nigeria Sign Language,Bible Stories,2015,2017,Y,Y,N,Africa,Nigeria,796110,6,4,10,458899.85,0,458899.85
26532-,UID2653200000,26532,26532,NULL,NULL,Project,Nigerian Pidgin 2,NULL,Nigerian Pidgin 2,Full Old Testament,2012,2016,Y,Y,N,Africa,Nigeria,30000000,7,3,10,246996.88,0,246996.88
25951-,UID2595100000,25951,25951,NULL,NULL,Project,Nikyob NT,NULL,Nikyob NT,Full New Testament,2011,2016,Y,Y,N,Africa,Nigeria,20000,5,5,10,91522.95,0,91522.95
20147-,UID2014700000,20147,20147,NULL,NULL,Project,Nkoya 2,NULL,Nkoya 2,Full Bible,2017,2017,Y,Y,N,Africa,Zambia,146000,3,7,10,0,66493.51,66493.51
26382-,UID2638200000,26382,26382,NULL,NULL,Project,North Gumuz,NULL,North Gumuz,Full New Testament,2012,2020,Y,Y,N,Africa,Ethiopia,160000,17,0,10,362023,0,362023
73700-,UID7370000000,73700,73700,NULL,NULL,Project,North Malaita NT-IG Cluster,NULL,North Malaita NT-IG Cluster,Full New Testament New Testament Portions-not a Gospel,2011,2017,Y,N,Y,Pacific,Solomon Islands,23400,45,0,30,294711,0,294711
73700-8656,UID7370008656,7370000663,73700,8656,663,Language,North Malaita NT-IG Cluster,Baeggu,North Malaita NT-IG Cluster-Baeggu,Full New Testament New Testament Portions-not a Gospel,2008,2017,Y,N,N,Pacific,Solomon Islands,7900,13,0,10,98223.67,0,98223.67
73700-8657,UID7370008657,7370000664,73700,8657,664,Language,North Malaita NT-IG Cluster,Baelelea,North Malaita NT-IG Cluster-Baelelea,Full New Testament New Testament Portions-not a Gospel,2008,2017,Y,N,N,Pacific,Solomon Islands,8800,17,0,10,98223.67,0,98223.67
73700-8670,UID7370008670,7370000665,73700,8670,665,Language,North Malaita NT-IG Cluster,Fataleka,North Malaita NT-IG Cluster-Fataleka,Full New Testament New Testament Portions-not a Gospel,2011,2017,Y,N,N,Pacific,Solomon Islands,6700,15,0,10,98263.67,0,98263.67
70315-,UID7031500000,70315,70315,NULL,NULL,Project,Noumea Cluster,NULL,Noumea Cluster,Bible Stories,2016,2018,Y,Y,Y,Pacific,New Caledonia,15835,24,36,60,138606.75,71976.52,210583.27
70315-19368,UID7031519368,7031501785,70315,19368,1785,Language,Noumea Cluster,Ajie,Noumea Cluster-Ajie,Bible Stories,2016,2018,Y,Y,N,Pacific,New Caledonia,5360,4,6,10,23101.13,11996.09,35097.22
70315-19369,UID7031519369,7031501786,70315,19369,1786,Language,Noumea Cluster,Xaracuu,Noumea Cluster-Xaracuu,Bible Stories,2016,2018,Y,Y,N,Pacific,New Caledonia,5730,4,6,10,23101.12,11996.09,35097.21
70315-19370,UID7031519370,7031501787,70315,19370,1787,Language,Noumea Cluster,Orowe,Noumea Cluster-Orowe,Bible Stories,2016,2018,Y,Y,N,Pacific,New Caledonia,490,4,6,10,23101.13,11996.09,35097.22
70315-19371,UID7031519371,7031501788,70315,19371,1788,Language,Noumea Cluster,Nelemwa-Nixumwak,Noumea Cluster-Nelemwa-Nixumwak,Bible Stories,2016,2018,Y,Y,N,Pacific,New Caledonia,1090,4,6,10,23101.12,11996.09,35097.21
70315-19372,UID7031519372,7031501789,70315,19372,1789,Language,Noumea Cluster,Nyelayu,Noumea Cluster-Nyelayu,Bible Stories,2016,2018,Y,Y,N,Pacific,New Caledonia,1960,4,6,10,23101.13,11996.09,35097.22
